verb|subjects|objects
ἀγυρτάζω||ἕ,θυμός,χρῆμα
ἐπορέγω|υἱός|χείρ
βρίθω|ἔρις,θυμός,μήκων,ὅς,χθών,Ζεύς,ὁ,ὁ,ἀγός,ὅς,ἀγός,ὅς,Ἕκτωρ,Αἰνείας,ὅς,τράπεζα,ἀνήρ,ἐκεῖνος,ὅς,ταρσός,σηκός,κλέος,ὅς,γαῖα,δένδρεον,μῆλον,θάλασσα,λαός|σταφυλή,ἀλωή,θεός,κάρα,καρπός,νοτία,πήληξ,ὕδωρ,ἀνήρ,θέμις,δίκη,ὄπις,Δαναοί,δόρυ,σῖτος,κρέας,οἶνος,σάκος,ἔγχος,σύ,ἕδνον,οἶκόνδε,τυρός,ἀρνός,ἔριφος,οὐρανός,ἀνήρ,εὐδικία,πυρός,κριθή,καρπός,ἰχθύς
ἀμφιβαίνω|ἠέλιος,βέλος,λαός,ἥλιος,πατήρ,ὅς,ὅς,πόνος,Ζεύς,νέφος,Ἀργεῖος,πόλις,ὅς,ἄχος,σκόπελος,ὁ,νεφέλη,ἠέλιος,γέρων|οὐρανός,ἀμφότερος,οὐρανός,τάλαντον,ἐγώ,Χρύση,Κίλλα,Τένεδος,σύ,ναός,μηρία,ἐγώ,ἔλδωρ,ἐγώ,Χρύση,Κίλλα,Τένεδος,δίφρος,σύ,φρήν,ὅς,μόρος,ἄνθρωπος,ὦμος,τεῦχος,Μυρμιδόνες,μάχομαι,ναῦς,ῥηγμίν,μοῖρα,ἀσκός,ὅς,ἐγώ,Ἴσμαρος,μιν,μιν,φρήν,οὐρανός,μιν,οὐρανός,ἅλς,σπέος
ἀναδύνω|ὁμίχλη,Θέτις,ὁ,δέος,τις,ὅς,ὁ,τις|ἅλς,δάκρυον,μιν,ἔπος,ἐφετμή,κῦμα,ὑποτρέω,ἀναδύνω,ὅμιλος,χάρμη,τις,ὄκνος,πόλεμος,στόμα,ἅλμη,κράς,Ὀδυσσεύς,ἄλγος,ποτή,λίμνη,σχεδία,μῦθος,ἑταῖρος
ἐπιλεύσσω|Νότος,τις|κορυφή,ὁμίχλη,λᾶας
ἄλαλκε|ποταμός,θεός,Ἀπόλλων,ἐγώ,ὅς,Ἀχιλλεύς,κύων,Ἀφροδίτη,ὅς,θεός,θεός,μοῖρα,παῖς,ἄλλος,ἀοσσητήρ,ὁ,ὅς|παύω,πόνος,Ἀχιλλεύς,Τρώς,λοιγός,ἄλαλκε,αὐτός,πόνος,Τρώς,λοιγός,Τρώς,λοιγός,καρδία,θάρσος,χείρ,φηγός,ὁ,ἄλαλκε,φώς,πόλεμος,πόλεμος,ὁ,ὁ,ἄλαλκε,κύων,ὁ,κύων,ἔλαιον,μιν,ἀίσσω,πύργος,ἕ,μιν,πεδίον,φάρμακον,δῶμα,κράς,ἦμαρ,πόλις,Ἀχαιός,σύ,ναῦς,ἐγώ,ἄλγος,θάνατος,ἀνήρ,ἄλαλκε,ἄλγος,ὅς,Τηλέμαχος,ἕ,κακότης
ἐκκλέπτω|ὁ,δεσμός|Ἄρης,ἕ
ἀποσκυδμαίνω||θεός
ἀλέξω|Ἀργεῖος,τις,Τροία,υἱός,ἐγώ,Τροία,υἱός,θυμός,ἀλέξω,ὁ,χόλος,ὁ,ὁ,σύ,καρδία,θυμός,ὅς,θείνω,Ζεύς,θεός,σύ,χλαῖνα,ῥῆγος,αὐτός,ξένος,ἠώς,ἦμαρ|φόνος,οὐρανός,τρώς,κατέρχομαι,Δαναοί,ἀλέξω,ἦμαρ,ὅρκος,τρώς,ἀλέξω,ἦμαρ,Τρώς,ἦμαρ,πῦρ,μένος,ἀλέξω,ἀλλήλων,ἐγώ,ἀλέξω,πούς,βηλός,Λῆμνος,ἀλέξω,ἀνήρ,ἀλλήλων,ἀλέξω,φόνος,πελειάς,ἀνήρ,ἀλέξω,ναῦς,ἀλέξω,πῦρ,ἐγώ,ἐθέλω,ναῦς,ἀλέξω,πῦρ,ἀπεῖπον,ἔχω,θυμός,ὀδών,ἀλέξω,κύων,ἀνήρ,ἀλέξω,θυμός,ἔπος,ναῦς,ἕρκος,ἀλέξω,οὗτος,ἀλέξω,τις,πλείων,σύ,ὁ,ἐγώ,ναῦς,κίω,τις,ὅς
καθέζετο|ὁ,υἱός,ὁ,Μέντωρ,Ἄντιφος,Ἁλιθέρσης,ὅς,Πηνελόπεια,Ὀδυσσεύς,θεός,ἀνήρ,ὁ,Ἑρμῆς,νύμφη,ἀνήρ|θρόνος,ὅμιλος,σπέος,θρόνον,ἔνθεν,ἐδωδή,οἷος
ἁνδάνω|Πουλυδάμας,μῦθος,Πουλυδάμας,μῦθος,ἵστημι,υἱός,πτολίεθρον,εὐνή,Ἴλιος,Πρίαμος,λαός,ὅς,ὅς,θάνατος,ἐγώ,τοιόσδε,μίμνω,μῦθος,θυμός,βουλή,ὅς,ὅς,βουλή,ὄσσε,αἰών,νύμφη,ἄγαλμα,Μενέλαος,Ἀχαιός,μιν,πατήρ,εἰσοράω,πᾶς,ὅς,ἑταῖρος,ὁ|Ἕκτωρ,ὄχος,χαμᾶζε,Ἕκτωρ,ὄχος,χαμᾶζε,μιν,ἔπος,Ἀγαμέμνων,θυμός,μῦθος,Ἀγαμέμνων,θυμός,μῦθος,Αἴας,θυμός,σφεῖς,πᾶς,κτῆσις,ἔνθα,σύ,σύ,ὁ,μῦθος,ἄλλος,Ἥρα,Ποσειδεών,κόρη,σφεῖς,ἀπεχθάνομαι,θεά,ἕ,μέσαυλος,ὁ,μαχλοσύνη,ἐγώ,ἁνδάνω,δεῦρο,υἱός,θάλαμος,γνωτός,παῖς,ὁμηλικία,Τηλέμαχος,μῦθος,μήτηρ,καρδία,ἐνθάδε,ἕ,σφεῖς,Εὐπείθης,θυμός,κακός,πῆμα,ὁ,δουλιχίον,μνηστήρ,Πηνελόπεια,δαίς,σφεῖς,δάκρυον,νόστος,σφεῖς,δόρυ,πέτρα,ἄκρα,εἰμί,τελευτάω,νόστος,μιμνήσκω,Ἀγαμέμνων,μήτηρ,γαμέω,ὁ,ὅστις,αὐτός,θυμός,ὅμιλος,μῦθος,σύ,κάματος,ὕπνος,γαῖα,ἐπιβαίνω,δόρπον,νύξ,ἀλάλημαι,νῆσος,συβώτης
ἀτιμάζω|θεός,αὐτός,ὅς,ὁ,λαός,Ἀτρείδης,ὁ,μείς,ὅς,ὁ,ὁ,ἐγώ,ὅς,γῆρας,θεός,σύ,ἐγώ,ὅς,ὅς,θεός,ὅς,ὅς,Ἀχαιός,σύ,ὅς,ὅς,εἰμί,ὅς,ἔδω,μένος,μνηστήρ,παῖς,ὅς|σύ,λείπω,ἐγώ,γῆρας,τίθημι,Ἑλλάς,νεῖκος,παλλακίς,ὁ,βασιλεύς,νόσος,στρατός,Χρύσης,οἴκαδε,ἀτιμάζω,ἄλοχος,υἱός,χρώς,εἷμα,ἐγώ,εἰμί,Φαίαξ,μιν,δεῦτε,ἐγώ,Ἄρης,μνηστήρ,ἀτάσθαλος,κτῆμα,ἄκοιτις,φίλος,αἶα,ἄπειμι,ἐγώ,τις,τιμή,μιν,χείρ,πούς,σύ,ἐγώ,χρώς,εἷμα,γυνή,δάω,σύ,μνηστήρ,σύ,γυνή,σύ,σύ,σύ,ἐγώ,γυνή,ἐγώ,οἶκος,ἐγώ,ἐγώ,καταπαύω,ἀφροσύνη,ἔργον,κτῆμα,ἄκοιτις
ζητέω|ὁ|θεός,ἐγώ
δαμάζω|μοῖρα,χόλος,ἀνήρ,Ζεύς,Σαρπηδών,ἑταῖρος,θεός,ὅς,ἄλλος,ὅδε,Ἕκτωρ,ὅς,ὅς,ὅς,ναῦς,Ἕκτωρ,ὅς,ναῦς,ἐγώ,φώς,Ἀχαιός,Ἀργεῖος,τοιοῦτος,πᾶς,Τρώς,Ἀργεῖος,Τρώς,Ἕλενος,ἔρος,ὅς,ὁ,Ἕκτωρ,Ζεύς,σύ,Ζεύς,Ἀπόλλων,ὅς,σύ,ἦμαρ,μοῖρα,Πολύιδος,Ἀπόλλων,υἱός,ἐγώ,Σαρπηδών,δαμάζω,ἦτορ,δαμάζω,πᾶς,τις,δαμάζω,ὅσος,πολύς,ὅς,πόλις,Ἀργεῖος,Ποσειδεών,Ἀπόλλων,πολύς,ὁ,ὅς,τις,πολύς,ὅς,ὁπότερος,ἐγκέφαλος,οἶνος,ἄλοχος,ὅς,βέλος,ὅς,κόρη,ὁ,Ἀχιλλεύς,μένος,ὁ,Ἥρα,ὁ,αἰών,αἰών,ἐγώ,φόνος,κήρ,ὁ,ὅς,κηδεμών,ὅς,ἐγώ,φόνος,κήρ,δύο,σύ,ὅς,μένος,ποιμήν,πατήρ,ὅς,ἑταῖρος,ὅς,ὁ,οὗτος,ὁ,Πρόμαχος,ποινή,κοῦρος,ὁ,τις,Κρονίδης,σύ,Ἀχαιός,ἐγώ,πόλεμος,λοιμός,θεός,λουτρόν,Ἀθήνη,σύ,ἐγώ,Πάτροκλος,ὁ,μήτηρ,ὁ,μήτηρ,ἔγχος,δῶρον,δαμάζω,ὑπείκω,σύ,δαμάζω,ὅδε,σύ,ἀριστεύς,θεός,ἀνήρ,θάλαμος,παῖς,γαμβρός,καρδία,Ἄρης,ἄλγος,σύ,σύ,ὀιστός,θώς,ἐγώ,Ζεύς,Ἄρης,θάνατος,μοῖρα,ἀνήρ,σύ,Πάτροκλος,ἄχος,ὅς,ὅς,ἐγώ,φειδωλή,Ἀχιλλεύς,ὑπάλυξις,Ἀθήνη,ἄλλος,θεός,Ποσειδεών,λέων,Ζεύς,κομιδή,Ποσειδεών,Ποσειδεών,ἀνήρ,Αἴγισθος,τις,Ποσειδεών,ἐγώ,ὁ,Ἀθήνη,μιν,μοῖρα,θεός,δαμάζω,πολύς,ὁ,Φαίαξ,υἱός,σύ,ὅς,ὁ,Ἀργειφόντης,ὁ,θεός,ὅς,τις,,Αἴας,στίβη,πᾶς,τις,ἠέλιος,Κίκονες,σύ,ὁ,ὁ,ὅς,θεός,θεός,ὅς,ὅς,θεός,στίβη,ἔρσα,γαστήρ,γυῖον,Ἶρος,νόστος,Ἀπόλλων,ἦμαρ,υἱός,ὁ,ὁ,ὁ,Ἀλκίνοος,κήρ,κήρ,βιός,ἰός,μοῖρα,ἔργον|σύ,μιν,μιν,ἕ,μιν,ὅς,οὗτος,λαός,δαμάζω,Λύκιοι,Ἴλιος,ἀνάλκεια,εἶμι,Ὄλυμπος,ὁμήγυρις,χείρ,μιν,θάνατος,σώζω,δαμάζω,ἀνήρ,δαμάζω,κακός,ὅσος,πόλις,ὅς,μένω,ἡμίονος,δίφρος,ἵππος,τλάω,ἕ,κῦδος,ναῦς,ἔρχομαι,πυνθάνομαι,φυλάσσω,χείρ,φύξις,βουλεύω,σφεῖς,ἐθέλω,νύξ,φυλάσσω,κάματος,ἐγώ,νόος,ἐγώ,ἵππος,δίδωμι,ἅρμα,ἀνήρ,ἔρχομαι,πυνθάνομαι,φυλάσσω,χείρ,φύξις,βουλεύω,ἐθέλω,φυλάσσω,κάματος,δίφρος,οὖδας,δόρυ,ἐγώ,Ἕκτωρ,δόρυ,μάστιξ,ναῦς,ἐγώ,δόρυ,Ἴλιος,ἀνάλκεια,κῦδος,Ἴλιος,αἰνείας,Ἕκτωρ,ἐγώ,θυμός,ἄλοχος,θεός,ὅς,ἕ,κῦδος,βρῶσις,σύ,νίκη,ἐγώ,πόλεμος,Τρώς,ὁ,τέλος,σύ,ἕ,νοῦσος,φθίω,Τρώς,δαμάζω,δαμάζω,Πάτροκλος,μιν,χείρ,δαμάζω,πόλεμος,θεός,ἀνήρ,μιν,ἀλκή,πατρίς,τεῖχος,ἀμαλδύνω,μένος,σκόλοψ,τάφρος,χείρ,γαῖα,Ἕκτωρ,σκόλοψ,τάφρος,χείρ,ναῦς,ἀλλήλων,θεός,χείρ,ὅρκιον,χαμάδις,ἄλλος,ναῦς,χάρμη,σύ,βέλος,ἐγώ,εὐνή,ὁ,ἵππος,ὄχος,μιν,τεῦχος,ὦμος,τις,κήρ,χείρ,Τρώς,ἄλλος,ὁ,χρυσός,πόλεμος,ἕ,ὄλεθρος,χείρ,βροτός,νεκρός,τοκεύς,θρέπτρα,δόρυ,τοκεύς,θρέπτρα,δόρυ,σύ,εἰμί,δόρυ,εὖχος,ἐγώ,δίδωμι,ψυχή,Ἀΐδης,Παίων,ἄριστος,χείρ,ἄορ,μιν,χείρ,τεύχω,δόρυ,εὖχος,ἐγώ,δίδωμι,ψυχή,Ἄιδης,ὁ,ἄμφω,Πολύδωρος,δόρυ,χείρ,φάος,Λέλεγες,Τρώς,ἐναίρω,μιν,λέων,ὅς,αὐλή,θυμός,ὕπνος,φιλότης,ἄκοιτις,εἰμί,Τρώς,ἀνήρ,πότμος,Πηλείων,κασίγνητος,Ἔρεβος,Χίμαιρα,χείρ,ἐλάτη,κεῖμαι,ἰότης,ὁ,προτεύχω,θυμός,προτεύχω,θυμός,εὕδω,ἔγχος,σύ,τίνω,ἐγώ,κακός,Ἀλέξανδρος,χείρ,ξεινοδόκος,κακός,ῥέζω,φιλότης,ὅρκιον,κακός,ἀμφότερος,Τροία,μάχη,μάστιξ,ἀπονοστέω,θάνατος,Ἀχαιός,σφεῖς,ἱκνέομαι,ἐγώ,δαμάζω,ἀμφίπολος,πῦρ,ἵστημι,τρίπους,Ἕκτωρ,μάχη,μιν,δαμάζω,παύω,Μενέλαος,πόλεμος,πολεμίζω,μάχομαι,δόρυ,πληγή,δόρυ,ἔθνος,κήρ,ὁ,ὁ,διέρχομαι,εἰμί,αἰνείας,μιν,ἐρύω,ἐάω,Ἀχιλλεύς,δαμάζω,ποταμός,ὕπνος,ὕπνος,ἀλλήλων,μιν,μάχη,τίθημι,δῆμος,χείρ,δαμάζω,ὁ,Ἀχιλλεύς,ὁ,δῶρον,βέλος,πυρή,εἰμί,Λυκία,ἐγώ,πύλη,περάω,ὁ,μιν,Τρώς,ἐγώ,ὁ,κήρ,παῖς,μένος,χείρ,σύ,χείρ,θυμός,Τρώς,ἔρχομαι,ὅστις,αὖθι,μένω,ναῦς,πόλις,Ἀχαιός,αὖθι,μένω,ναῦς,πόλις,Ἀχαιός,χείρ,θυμός,Ἀργεῖος,Τρώς,Πηλείων,Ἀίδης,μῦθος,ἕ,ὄλεθρος,ὄλλυμι,ἀνήρ,μιν,Ἀίδης,προιάπτω,ἐγώ,ἔναρα,φέρω,ναῦς,δόρυ,δαμάζω,σύ,σύ,ὁ,ὄσσε,γυῖον,ἀσθμαίνω,σκῆπτρον,ἐγώ,θνήσκω,ὁράω,γυνή,δῶμα,σῖτος,σύ,ἀυτμή,ἐγώ,ἀυτμή,ἐγώ,ἐγώ,θάνατος,μόρος,οἶκόνδε,βοῦς,σύ,ἄνεμος,κῦμα,θεός,μιν,πόλεμος,χείρ,ἔγχος,δαμάζω,δαμάζω,ἀοιδός,νῆσος,γίγνομαι,ὁ,δόμονδε,ἀνήρ,φώς,ἐγώ,ἆθλος,ἕ,ναῦς,ἤπειρόνδε,Ὀδυσσεύς,ψάμαθος,ὕπνος,κτῆμα,ὅς,οἴκαδε,αἶθρος,κάματος,οἶκος,χείρ,δῶμα,Τηλέμαχος,ὕπνος,ὀφθαλμός,ὁ,φρήν,εἰμί,ὄλεθρος,τοιοῦτος,ἀλλήλων,σφεῖς,ψυχή,Ὀδυσσεύς,μιν,πληγή,σπεῖρον,ὦμος,οἰκεύς,πόλις,τις,ἑτέρως,κακός,ἐκεῖνος,θνήσκω,πόλεμος,εἶπον,ἀνήρ,ἐγώ,ὀφθαλμός,ἐγώ,ἐγώ,Ἶρος,ἤρα,ἐγώ,πλήσσω,οὗτος,ἐγώ,δαμάζω,μένος,θυμός,βουλυτόνδε,Ἀχαιός,ὕπνος,γαλήνη,πατρίς,δῶμα,σύ,εἰμί,εἰμί,μιν,Ῥαδάμανθυς,μνηστήρ,σύ,γυνή,μνηστήρ,σύ,γυνή,σύ,μνηστήρ,ἀμφότερος,ἄλοχος,κτῆμα,οἰκίον,νύξ,ἐγώ,θυμός,ἐγώ,πληγή,κεφαλή,ἕ,θύρα,μεθύω,ἵστημι,νέομαι,οἴκαδε,Κίκονες,δαμάζω,ἔρχομαι,ἄρουρα,Τηλέμαχος,μνηστήρ,Ὀδυσσεύς,ὑπερῷον,θάνατος,φεύγω,μνηστήρ,δαμάζω,κήρ,Ἀίδης,σκῆπτρον,κήρ,ᾍδης,μῆδος,σύ,σύ,ὁ,ὅδε
ὑπαντιάζω|τις,ὅς|ἕ,ὄλεθρος,θυμός
ἐπόμνυμι|ὁ|ὁ
ἐξεῖπον|ἐγώ,ὅς,τις,ἀνάβλησις,τις,ὁ|εἰμί,πᾶς,σύ,Ἀγαμέμνων,δῶμα,δεσμός,σύ,ὄλεθρος
ἐγχέω|ὁ,γραῦς,ἐγώ,τέλος,εὐφροσύνη,δαιτυμών,τράπεζα,οἰνοχόος|Ἀχαιός,Πανέλληνες,Ἀχαιός,ἀσπίς,αὐτός,τυγχάνω,λέβης,πούς,ὕδωρ,εἰμί,ἔχω,ἀκουάζομαι,ἀοιδός,πλήθω,σῖτος,κρέας,μέθυ,κρατήρ,φορέω,ἐγχέω,δέπας
αἴθω|χαλκός,μάχομαι,Κρονίων,οὗτος,ὁ,ὁ,βρόμος,ὁ,Ἀντίλοχος,καπνός,μῆνις,Ἀχιλλεύς,ὁ,καπνός,ὅς,πυρά,πεντήκοντα,ὁ,Λαέρτης,ὁ,κοῦρος,ἴς,μένος,θυμός,ψυχή,ὄνειρος,τοῖχος,μεσόδμη,δοκός,κίων,ἀνήρ,πῦρ,ὁ|αὐγή,μένος,χείρ,ναῦς,δαλός,ναῦς,ναῦς,πῦρ,ἄλεισον,οἶνος,ἱερόν,πῦρ,νοέω,καίω,ὕλη,ναῦς,λοιγός,πῦρ,ναῦς,νόστος,Ἀχιλλεύς,οὐρανός,ἕ,πᾶς,πόνος,πολύς,κῆδος,Τρώς,ὕδωρ,αὐτός,πῦρ,μένος,ὁ,τέρας,πᾶς,ὁ,δαίς,ὁ,εἰκοσάβοιος,μιν,ἄλοχος,εὐνή,χόλος,ἕ,δαίς,ἕ,εἰμί,βωμός,δαίς,χείρ,νύξ,δαιτυμών,μέθυ,ἱερός,ἔγκατα,σάρξ,ὀστέον,ὁ,γαστήρ,ὀπτάω,μνηστήρ,χείρ,ἐφίημι,πολύς
συμβάλλω|ὅσος,ποταμός,ποιμήν,Σιμόεις,Σκάμανδρος,Ἥρα,ὁ,Τρώς,Λύκιοι,Μυρμιδόνες,Ἀχαιός,θεός,ἐγώ,Νέστωρ,ὁ,ἄμαξα,τις,ὁδίτης,ἐγώ,ὁ,ἀνήρ,ὁδίτης,Κύκλωψ,φῦλον,ὁδίτης,ὁ,Φαίαξ,ὁ|μιν,ἀλκή,Νέστωρ,ναῦς,νεκρός,ἄγω,ὄρος,μισγάγκεια,ὕδωρ,κρουνός,δοῦπος,Τροία,ποταμός,ῥοή,ἵππος,ὄχος,ἀήρ,φάλαγξ,νέκυς,ἀμφότερος,ἔρις,πολεμίζω,μάχομαι,Τρώς,Ἀχαιός,ἐγώ,μέσος,Μενέλαος,Ἑλένη,κτῆμα,θυμός,χείρ,ἔπος,αὐτός,δόμος,ὁδός,ἄστυδε,ὄρος,ὕλη,ἐγώ,ἐγώ,ἀθηρηλοιγός,ἔχω,γαῖα,ἐρετμόν,Ποσειδεών,ὗς,οἴκαδε,ἀποστείχω,ἔρδω,ἑκατόμβη,θεός,οὐρανός,ἐγώ,Ἰθάκη,ἐνθάδε,ἕκαστος,εἶπον,ἐπακούω,ἔπος,δόμος,σφεῖς,σύ,ἀθηρηλοιγός,ἔχω,ὦμος,γαῖα,ἐρετμόν,Ποσειδεών,οἴκαδε,ἑκατόμβη,θεός,οὐρανός,ὁ,βασιλεύς,βουλή,ἵνα,μιν,ἀλλήλων
χαίρω|Ὀδυσσεύς,Ἀθήνη,Ἀθήνη,ὁ,Ἀχαιός,ὁ,Ἀχιλλεύς,ὁ,ὁ,ὁ,Μενέλαος,λέων,Μενέλαος,Ἕκτωρ,ὁ,Σαρπηδών,Ἕκτωρ,Ἀχαιός,Πηλείων,ἐγώ,Πρίαμος,παῖς,Τρώς,ὅς,κλῆρος,θυμός,τις,ὁ,ὁ,ὁ,ὁ,ὅς,ἐθείρω,ἐγώ,ἦτορ,ἐγώ,κεῖνος,Ἔρις,μήτηρ,σύ,ὕπνος,ἐγώ,ἐγώ,τις,ὅς,Τρώς,Ἀχαιός,κῆρ,κῆρ,καρδία,Ἀφροδίτη,πατήρ,μήτηρ,Ὀδυσσεύς,ὁ,Ὀδυσσεύς,ὄλβος,υἱός,ὄρνις,ἐγώ,ἐκεῖνος,θεός,Ἀθήνη,ὁ,Ἀθήνη,σύ,Μοῦσα,ἀοιδός,κλέος,Ἀγαμέμνων,ἄριστος,σύ,θεός,ὁ,θυμός,ὅς,ξένος,Ὀδυσσεύς,̓ὀδυσσεύς,σύ,ὁ,ἐγώ,ὅς,σύ,ὁ,ὄρνις,ἐγώ,ἐκεῖνος,νόστος,θεός,ὁ,ξένος,ὁ,ξένος,ὁ,Λαέρτης,ἐγώ,κτῆμα,ἐγώ,ἐγώ,Ὀδυσσεύς,ὁ,ὅς,φάτις,πατήρ,μήτηρ,ὅς,ἐγώ,Ὀδυσσεύς,Ὀδυσσεύς,Αὐτόλυκος,υἱός,γῆρας,θάνατος,,σύ,Ὀδυσσεύς,γυνή,ὁ,θεά,Ἀχαιός,Ὀδυσσεύς,Ἀχαιός,Ὀδυσσεύς,ἀνήρ|ὄρνις,Ἀθήνη,ὅδε,στῆθος,μελία,χείρ,παῖς,Ἀντίλοχος,μιν,ἔπος,χείρ,ἆσσον,ὁ,σῶμα,ἔλαφος,αἴξ,Ἀλέξανδρος,μῦθος,μέσος,φάλαγξ,δόρυ,νίκη,ἕ,ἔπος,μῦθος,μέσος,φάλαγξ,δόρυ,μῆνις,παύω,πόλεμος,ναῦς,αἱρέω,σύ,ὅδε,Δαναοί,σύ,μῦθος,νικάω,Ἕκτωρ,χαίρω,χθών,μένος,μένος,χείρ,μιν,οὗτος,ἐγώ,σύ,τιμάω,σύ,ὁράω,υἱός,Τροίαθεν,ἔναρα,ἀνήρ,Ἕκτωρ,μάχη,ἐγώ,σύ,τιμή,Μενέλαος,σύ,Τρώς,μεθίημι,στίξ,χαίρω,ἔγχος,Αἴας,Ἀγαμέμνων,νίκη,εἰμί,νέομαι,οἶκόνδε,ἄτη,ὅς,ἐγώ,ἐκεῖσε,αἶα,παῖς,θάλαμος,πόσις,τις,ὁ,οὐλή,ἐγώ,φιλότης,μιν,ὑποδέχομαι,ἔπος,μιν,ἔπος,ἕ,βίοτος,σύ,φήμη,ἀγορεύω,ἀγορά,ἕ,ὅς,ἐκεῖνος,ἐγώ,σύ,σύ,ὄλβιος,ἀνήρ,ἕ,ἄλεισον,ἔρος,ἀείδω,οὐρανός,δηριάομαι,χαίρω,δηριάομαι,σύ,ὄλβιος,ἐγώ,ζωάγρια,ὁδός,κῆρ,δῶρον,ναῦς,θυμός,σύ,οἷος,ξένος,γαῖα,ἕ,γαῖα,ἄρουρα,οἶκος,γαῖα,χείρ,οὗτος,φόνος,κήρ,ἐγώ,δῶμα,μήτηρ,πλεῖστος,πόρω,πατρώιος,δῶμα,ἕ,ὅς,ἐκεῖνος,κτέαρ,οὖρος,οἴκαδε,αἶα,πατρίς,ὁ,γόνυ,χείρ,ἦμαρ,γέρων,ξένος,θεός,ἱερόν,πομπή,γαῖα,κακός,πῆμα,γαῖα,πᾶς,δόρπον,ἐγώ,λέκτρον,γραῦς,βλέφαρον,δάκρυον,μῦθος,δῶμα,Παρνασός,ἕ,μιν,οὗτος,φόνος,κήρ,ἐγώ,δῶμα,ἑταῖρος,ἕκαστος,ἄναξ,βίοτος,ἄνθρωπος,ἑταῖρος,βοῦς,ὅς,οὐρανός,γαῖα,οὐρανόθεν,ἄστυ,ἔρχομαι,χείρ,ἐρετμόν,ὁ,θάλασσα,ἅλς,εἶδαρ,σύ,κληδών,κληδών,βροντή,εὐχωλή,ὁ,δῶρον,πατρίς,Ἰθάκη,ἄνθρωπος,σύ,ἐγώ,οὗτος,ἐγώ,ἐγώ,ὄνομα,σύ,ξένιος,ὅς,σῖτος,μνηστήρ,ἐξελαύνω,μέγαρον,θυμός,ἕ,πότμος,πλείων,κέρας,ἄγαλμα,Φιλομηλεΐδης,μνηστήρ,ἔρις,Φιλομηλεΐδης,μνηστήρ,ἄγρα
ἐξόλλυμι|πολύς,Ζεύς,πῆμα|κακός,ὁ,ἐγώ
ὀχθέω|Ζεύς,Ἐννοσίγαιος,Ἀχιλλεύς,Μενέλαος,Ἀχιλλεύς,Ἀχιλλεύς,ὁ,Ἀχιλλεύς,Ζεύς,Ζεύς,Ἐνοσίχθων,θεός,Ἥρα,θεός,Ὀδυσσεύς,Μενέλαος,Μενέλαος,γόνυ,ἦτορ,γόνυ,ἦτορ|ὁ,θυμός,ὁ,ὁ,ὁ,θυμός,θυμός,ὁ,ὁ,θυμός,θυμός,θυμός,ὁ,θυμός,πόντος,ὁ,ὁ,ὁ,ὁ,ἔπος,ἄλοχος,κεδνός,ὁ,ὁ,θυμός,θυμός,θυμός,θυμός
παραβαίνω|νόθος,Ἄντιφος,ὁ,Κεβριόνης|ἀλλήλων,Τρώς,Ἕκτωρ,μιν,μῦθος
ἐπιβρίθω|ἄλλος,ὄμβρος,γέφυρα,ἕρκος,ὄμβρος,ὅς,πόλεμος,ὁ,σταφυλή,ὥρα|ὁ,τάφρος,ἵππος,λαός,ὁμοκλή,ἄναξ
συμμίγνυμι|Ἐνιῆνες,Περαιβοί,ὅς,ὅς,ὅς,ὁ,ἔλαιον|ὁ,Δωδώνη,οἰκίον,ἔργον,Πηνειός,ὕδωρ,Πηνειός,μιν
παραδράω|ὅς,βροτός,χερείων|χάρις,κῦδος,ἐγώ,πῦρ,ξύλον,οἷος,ἀγαθός
εὐνάω|ὁρμάω,ἐγώ,ὅς,ἅπας,Ἥρα,ὁ,σύ,αὐτός,ἅπας|ἐκεῖσε,φιλότης,φιλότης,ὅς,Σπερχειός,θεός,βῶρος,ἕδνον,Δαρδάνιος,ὁ,Ἀγχίσης,βροτός,μάχη,εὐνάω,εὐνάω,ἑξῆς,δέρμα,ἕκαστος,γόος,ὄσσα,γόος,εὐνάω,εὐνή,εὐνάω,εὐνή,εὐνάω,κέλευθος,παύω,εὐνάω
ἐξέλκω|ὁ,ὄγκος,Ὀδυσσεύς,κανών,πολύπους,λᾶιγξ,ῥινός|πάλιν,ὅς,πηνίον,μίτος,θαλάμη,κοτυληδών,πέτρα,χείρ
καταπλήσσω|̓ἀλέξανδρος,ἦτορ|ὁ,ἔθνος,κήρ
παραμείβω||ὁ,γόνυ,χείρ,ἦμαρ
ἰσχανάω|ὁ,Ἀργεῖος,Ζεύς,ὅς,ὅς,γέφυρα,ἕρκος,ὄμβρος,τις,ὅς,αἷμα,ἐγώ,ξένος,ὅδε|ὁ,ζυγός,δρόμος,μάστιξ,ναῦς,ἐγώ,πᾶς,ἦμαρ,ναῦς,δεῦρο,πῆμα,ἐγώ,μάχομαι,λαός,ὁ,ὀτρυντύς,βία,ὦμος,γόνυ,θάρσος,στῆθος,χρώς,δάκνω,μένω,ἐκεῖνος,ἐγώ,ὅς,οὐδός,δῶμα,φιλότης,ἐσχάρα,μῦθος
ἐχθοδοπέω|ἔργον|ἐγώ,ἐχθοδοπέω,Ἥρα
