word|function|count
δείπνηστος|subj|3
Φηγεύς|subj|3
ὀδύρομαι|subj|3
γαιήοχος|subj|3
Μάρις|subj|3
στίβη|subj|3
Ζεφυρίη|subj|3
ἐνοπή|subj|3
φθονέω|subj|3
τλάω|subj|3
δύστηνος|subj|3
κομέω|subj|3
φυλάσσω|subj|3
ἠίθεος|subj|3
κούρητες|subj|3
ἀμαλλοδετήρ|subj|3
Κυθέρεια|subj|3
οὐρίαχος|subj|3
Ῥέα|subj|3
Ποδάργη|subj|3
Ἀστυόχεια|subj|3
Ἄλκηστις|subj|3
λίμνη|subj|3
Ἀλφειός|subj|3
ἔναυλος|subj|3
εἴκελος|subj|3
δικάζω|subj|3
παλίωξις|subj|3
ζῶμα|subj|3
μίτρα|subj|3
χερμάδιον|subj|3
γεγωνέω|subj|3
ψάμαθος|subj|3
μέλος|subj|3
γαμβρός|subj|3
ἀμφιθαλής|subj|3
ὁπόσος|subj|3
δαίνυμι|subj|3
εὐφραίνω|subj|3
ἀποσφάλλω|subj|3
Ἀχελῷος|subj|3
φρέαρ|subj|3
περάω|subj|3
Ἠετίων|subj|3
ἐλατήρ|subj|3
Ἰκμάλιος|subj|3
κῶας|subj|3
δυσμενής|subj|3
Ἀμφιδάμας|subj|3
Κινύρης|subj|3
ἐθέλω|subj|3
βρόμος|subj|3
πεντήκοντα|subj|3
σταφυλή|subj|3
πολύπους|subj|3
λᾶιγξ|subj|3
θειλόπεδον|subj|3
χάλαζα|subj|3
ἧλος|subj|3
περόνη|subj|3
ὀρσοθύρη|subj|3
Πάνδαρος|subj|3
Ἰήσων|subj|3
δρίος|subj|3
βητάρμων|subj|3
θέσφατος|subj|3
κορυφή|subj|3
Πρωτεσίλαος|subj|3
δασμός|subj|3
ἐπίσκοπος|subj|3
ἐπιβλής|subj|3
τρεῖς|subj|3
κυδαίνω|subj|3
κακόω|subj|3
θέαινα|subj|3
πρυλέες|subj|3
πα~ς|subj|3
τελαμών|subj|3
ἐφορμάω|subj|3
ἐπίσχω|subj|3
πλήμνη|subj|3
Μολίων|subj|3
ἀχερωίς|subj|3
πίτυς|subj|3
κόπρος|subj|3
Θεανώ|subj|3
εὐχετάομαι|subj|3
κιχάνω|subj|3
αἰγιαλός|subj|3
μίγνυμι|subj|3
Μαστορίδης|subj|3
ἄργυρος|subj|3
μῶλος|subj|3
παραβάτης|subj|3
σμῶδιξ|subj|3
ἀγών|subj|3
σπάρτον|subj|3
νηπύτιος|subj|3
τάπης|subj|3
Ὑπερίων|subj|3
̓ἐννοσίγαιος|subj|3
῎ἄρης|subj|3
Λειώδης|subj|3
λωτός|subj|3
κύπειρον|subj|3
ἄκρα|subj|3
αἰτιάομαι|subj|2
ἀδαημονία|subj|2
νῶτον|subj|2
δώδεκα|subj|2
Πείροος|subj|2
κῆλον|subj|2
Ἴασος|subj|2
ἔλεγχος|subj|2
φυκτός|subj|2
Λήῖτος|subj|2
Ἀρηί|subj|2
Φυλομέδουσα|subj|2
Ἶφις|subj|2
κύκλος|subj|2
μελεδών|subj|2
Ἐνυάλιος|subj|2
̓ἀχαιός|subj|2
ὀιζύς|subj|2
κάπριος|subj|2
πλοῦτος|subj|2
εἰρήνη|subj|2
Ἀντιφάτης|subj|2
Οϊκλῆς|subj|2
κέρδος|subj|2
ἀποτίνω|subj|2
Ἰνώ|subj|2
πρόθυρον|subj|2
ὀαρίζω|subj|2
βραχίων|subj|2
ἀκουή|subj|2
Ἀγέλεως|subj|2
Πύλιος|subj|2
Ἀρκάς|subj|2
λώβη|subj|2
ἀπαρέσκω|subj|2
Ἄλκιμος|subj|2
Αἴολος|subj|2
ἰατήρ|subj|2
Δαίδαλος|subj|2
πάτροκλος|subj|2
προφεύγω|subj|2
κνώδαλον|subj|2
ἀνεκτός|subj|2
ἀφλοισμός|subj|2
στεροπή|subj|2
τροφός|subj|2
ὑπερβασία|subj|2
κόμη|subj|2
πλοχμός|subj|2
ἄγη|subj|2
Προῖτος|subj|2
φορέω|subj|2
στυφελίζω|subj|2
ἀρνέομαι|subj|2
δειδίσσομαι|subj|2
ὀφέλλω|subj|2
μεταπαυσωλή|subj|2
ἐνέπω|subj|2
λῃστήρ|subj|2
ὅ|subj|2
ἀγαπάζω|subj|2
διομήδης|subj|2
ἐπακούω|subj|2
ἐσθής|subj|2
ὀδούς|subj|2
ἴτυς|subj|2
κερκίς|subj|2
καρπός|subj|2
ἀράχνιον|subj|2
σπονδή|subj|2
δεξιά|subj|2
μήρινθος|subj|2
ψηφίς|subj|2
ἰωή|subj|2
τάλαντον|subj|2
εἶπον|subj|2
μύλη|subj|2
πορθμεύς|subj|2
κορύνη|subj|2
κῆτος|subj|2
πόρις|subj|2
Ἠερίβοια|subj|2
ἀτιμάω|subj|2
πλευρά|subj|2
παυσωλή|subj|2
χεῖμα|subj|2
κατατίθημι|subj|2
Ὀιλιάδης|subj|2
ἐσχάρα|subj|2
ῥύομαι|subj|2
παρθενική|subj|2
τοῖος|subj|2
ποτητός|subj|2
ἀγρότης|subj|2
ἰοχέαιρα|subj|2
Δευκαλίων|subj|2
Πεισήνωρ|subj|2
Αὐτονόη|subj|2
ἔσθω|subj|2
Ῥήνη|subj|2
ἐννεακαίδεκα|subj|2
Εὔδωρος|subj|2
πολυμήλη|subj|2
Ὀρτίλοχος|subj|2
ἔρος|subj|2
ἐπιποιμήν|subj|2
Νέαιρα|subj|2
μιαίνω|subj|2
πρόγονος|subj|2
μέτασσα|subj|2
ἕρση|subj|2
σκώληξ|subj|2
κατήφεια|subj|2
τρίτος|subj|2
Βοηθοΐδης|subj|2
τένων|subj|2
ἠιών|subj|2
ἅλς|subj|2
Τυδει|subj|2
Πυραίχμης|subj|2
γνώριμος|subj|2
θεοπρόπος|subj|2
μῆδος|subj|2
ῥίς|subj|2
ἐναίρω|subj|2
ἱμάς|subj|2
ὑπόσχεσις|subj|2
Μεγαπένθης|subj|2
Εὐρυβάτης|subj|2
μόλιβος|subj|2
τηλέμαχος|subj|2
ἀγορεύω|subj|2
πέλωρον|subj|2
ἱκέτης|subj|2
Δημόδοκος|subj|2
Μηκιστηι|subj|2
χεῦμα|subj|2
Ἰησονίδης|subj|2
κώπη|subj|2
ταρσός|subj|2
σκόπελος|subj|2
ἐθείρω|subj|2
Ἔρις|subj|2
νόθος|subj|2
ὄγκος|subj|2
Πολύφημος|subj|2
πτωχεύω|subj|2
αἴθουσα|subj|2
ἀνάσσω|subj|2
κρημνός|subj|2
Ἐλπήνωρ|subj|2
Ἀμφιμέδων|subj|2
ἰωκή|subj|2
Φήμιος|subj|2
ἐπίτονος|subj|2
κύαμος|subj|2
ἐρέβινθος|subj|2
καλυψώ|subj|2
ἑανός|subj|2
ἐπακτήρ|subj|2
Ἰθάκη|subj|2
πελειάς|subj|2
πυθμήν|subj|2
Παναχαιοί|subj|2
ἀπέχω|subj|2
ὀδών|subj|2
ἄρχω|subj|2
ἔριθος|subj|2
ἠλακάτη|subj|2
δέσμα|subj|2
βουλεύω|subj|2
κυβερνητήρ|subj|2
πηδάλιον|subj|2
φῆμις|subj|2
μελέδημα|subj|2
Νεοπτόλεμος|subj|2
Ἄγριος|subj|2
Μέλας|subj|2
χολόω|subj|2
διαγιγνώσκω|subj|2
ὑποδεξίη|subj|2
δύσμορος|subj|2
βότρυς|subj|2
εὔχομαι|subj|2
λοίγιος|subj|2
ἄλκαρ|subj|2
φυλακή|subj|2
ἀτραπός|subj|2
φορεύς|subj|2
θρόος|subj|2
γῆρυς|subj|2
ἀποκτείνω|subj|2
Πελάγων|subj|2
Ἀμαζών|subj|2
Ὀδίος|subj|2
Ἐπίστροφος|subj|2
γενέθλη|subj|2
ἐπαυρέω|subj|2
ἄνθος|subj|2
ἐρύω|subj|2
Νῖσος|subj|2
ἰάλλω|subj|2
ἐδωδή|subj|2
Κλυτόνηος|subj|2
ἐρινεός|subj|2
πράσσω|subj|2
εὐαγγέλιον|subj|2
Ἐλατρεύς|subj|2
ὁμοκλή|subj|2
ἀλεόμαι|subj|2
ἀτασθαλία|subj|2
πεντακόσιοι|subj|2
Πυριφλεγέθων|subj|2
Κωκυτός|subj|2
σύνεσις|subj|2
κτείνω|subj|2
ἀκμής|subj|2
θελκτήριον|subj|2
Δηιφοβος|subj|2
κρέας|subj|2
ἱστίον|subj|2
πῶλος|subj|2
Ῥῆσος|subj|2
μυελός|subj|2
ἆσθμα|subj|2
νυός|subj|2
ὄνειαρ|subj|2
χώρα|subj|2
ζέφυρος|subj|2
δράγμα|subj|2
φράτρα|subj|2
δόναξ|subj|2
ναός|subj|2
τεύχω|subj|2
Θρᾷξ|subj|2
καταπτώσσω|subj|2
Ἰάπετος|subj|2
Τάρταρος|subj|2
ἠριγένεια|subj|2
ζόφος|subj|2
ἧπαρ|subj|2
πυρή|subj|2
Ἀμφιάραος|subj|2
ἄκοιτις|subj|2
Θησεύς|subj|2
γλήνη|subj|2
βοάγριον|subj|2
δέσποινα|subj|2
τροπή|subj|2
ἀφίστημι|subj|2
πρασιά|subj|2
πτελέα|subj|2
μυρίκη|subj|2
θρύον|subj|2
εἰσίθμη|subj|1
ἐλαία|subj|1
ἄντρον|subj|1
ἡνιοχεύς|subj|1
ἀλήτης|subj|1
Ἴδη|subj|1
θῆλυς|subj|1
ἠπεροπεύω|subj|1
ἐριδαίνω|subj|1
Πελίης|subj|1
οὐδείς|subj|1
ἀκρίς|subj|1
αὐχήν|subj|1
ἀμητήρ|subj|1
θριγκός|subj|1
κήδω|subj|1
Ὄσσα|subj|1
σκῶλος|subj|1
πληθύς|subj|1
σάλπιγξ|subj|1
τάρβος|subj|1
τρίπους|subj|1
ῥάπτω|subj|1
πηγή|subj|1
αἶσχος|subj|1
πεῖνα|subj|1
Ἄλτης|subj|1
ἑκηβολία|subj|1
Λειώκριτος|subj|1
σῶμα|subj|1
Λεοντεύς|subj|1
αὔρα|subj|1
τιθήνη|subj|1
Πανδίων|subj|1
ὑλοτόμος|subj|1
βασιλεύω|subj|1
νεῦρον|subj|1
ἀχρημοσύνη|subj|1
Ἐριχθόνιος|subj|1
Μίνως|subj|1
Δάρδανος|subj|1
Ἶλος|subj|1
Σεμέλη|subj|1
Ἀσσάρακος|subj|1
Μάντιος|subj|1
Ἀρκείσιος|subj|1
περικτίονες|subj|1
σφυρόν|subj|1
κτέρας|subj|1
αἰπόλιον|subj|1
τετευχῆσθαι|subj|1
̓ἀπόλλων|subj|1
σπινθήρ|subj|1
ἐπαμύντωρ|subj|1
μολοβρός|subj|1
ἐπίσχεσις|subj|1
ἐλεητύς|subj|1
Λωτοφάγοι|subj|1
ἀλέξω|subj|1
ὄλβος|subj|1
πῖλος|subj|1
Εὐρύνομος|subj|1
Δημοπτόλεμος|subj|1
ἀγγελία|subj|1
Λαπίθαι|subj|1
πέρθω|subj|1
ἀπειλή|subj|1
Ἱππόθοος|subj|1
εὑρίσκω|subj|1
ἐπεύχομαι|subj|1
Ἑλικάων|subj|1
Νάστης|subj|1
ἀγρός|subj|1
ἄσπετος|subj|1
δύη|subj|1
Περσεύς|subj|1
χαλιφροσύνη|subj|1
ἐπιδέω|subj|1
ἐρύκω|subj|1
πρόσωπον|subj|1
στεῖνος|subj|1
κηρός|subj|1
διασκοπιάομαι|subj|1
μέδω|subj|1
θαρσαλέος|subj|1
Βουκολίων|subj|1
ἀρηγών|subj|1
Νηρηίς|subj|1
Κλυμένη|subj|1
Ἰάνειρα|subj|1
Ἰάνασσα|subj|1
Μαῖρα|subj|1
Ὠρείθυια|subj|1
Ἀμάθεια|subj|1
δόσις|subj|1
Γλαύκη|subj|1
Θάλεια|subj|1
Κυμοδόκη|subj|1
Νησαίη|subj|1
Σπειώ|subj|1
Θόη|subj|1
Ἁλίη|subj|1
κυμοθόη|subj|1
Ἀκταίη|subj|1
Λιμνώρεια|subj|1
Μελίτη|subj|1
Ἴαιρα|subj|1
Ἀμφιθόη|subj|1
Ἀγαυή|subj|1
Δωτώ|subj|1
Πρωτώ|subj|1
Φέρουσα|subj|1
Δυναμένη|subj|1
Δεξαμένη|subj|1
Ἀμφινόμη|subj|1
Καλλιάνειρα|subj|1
Δωρίς|subj|1
Πανόπη|subj|1
Γαλάτεια|subj|1
Νημερτής|subj|1
Ἀψευδής|subj|1
Καλλιάνασσα|subj|1
ἡγέομαι|subj|1
ἄνυσις|subj|1
χάρμα|subj|1
ἐλεγχείη|subj|1
κέλευθος|subj|1
Αἰακός|subj|1
οἶμος|subj|1
πτύξ|subj|1
συμφράδμων|subj|1
νομός|subj|1
παραίφασις|subj|1
κρατήρ|subj|1
ἀμφιφορεύς|subj|1
κῖκυς|subj|1
ζωή|subj|1
δειρή|subj|1
ἡσυχία|subj|1
ἀναίνομαι|subj|1
ὁρμή|subj|1
μέτρον|subj|1
στρόφος|subj|1
ἀορτήρ|subj|1
Ἀμφίαλος|subj|1
δαίτη|subj|1
ὑπερφίαλος|subj|1
ἄφενος|subj|1
θᾶκος|subj|1
ἐπιωγαί|subj|1
σπιλάς|subj|1
ἄμπελος|subj|1
νόστιμος|subj|1
ἐπίστιον|subj|1
πομπεύς|subj|1
στοναχή|subj|1
Ἀκρόνεως|subj|1
Ὠκύαλος|subj|1
Ναυτεύς|subj|1
Πρυμνεύς|subj|1
Ἀγχίαλος|subj|1
Ἐρετμεύς|subj|1
Ποντεύς|subj|1
Πρωρεύς|subj|1
Θόων|subj|1
Ἀναβησίσευς|subj|1
χρόμαδος|subj|1
ῥαφή|subj|1
στειλειόν|subj|1
ἀγανοφροσύνη|subj|1
Παιήων|subj|1
Ἀμφιθέη|subj|1
μενοεικής|subj|1
δόρπος|subj|1
ἀτέμβω|subj|1
χηλός|subj|1
σταθμός|subj|1
ὑπερθύριον|subj|1
κορώνη|subj|1
ἀπονέομαι|subj|1
συνελαύνω|subj|1
πρόμαχος|subj|1
Λυκάων|subj|1
Λυκία|subj|1
Ἴφιτος|subj|1
πάτρη|subj|1
Χρυσηίς|subj|1
συνθεσία|subj|1
θόωκος|subj|1
κελαδεινός|subj|1
πυρός|subj|1
ζειά|subj|1
κρῖ|subj|1
Πειρίθοος|subj|1
Δρύας|subj|1
Καινεύς|subj|1
Ἐξάδιος|subj|1
ὀρεύς|subj|1
Γοργώ|subj|1
κῶμα|subj|1
σάρξ|subj|1
βάζω|subj|1
Μενεσθεύς|subj|1
Φείδας|subj|1
Στιχίος|subj|1
Βίας|subj|1
Ἀλκάθοος|subj|1
Διώρης|subj|1
Χρόμις|subj|1
Εὔφορβος|subj|1
Δηί|subj|1
ἐγγύη|subj|1
γναθμός|subj|1
γενειάς|subj|1
Χάρυβδις|subj|1
Ἁρπαλίων|subj|1
πῖαρ|subj|1
Λαμπετίη|subj|1
ὄγχνη|subj|1
σῦκον|subj|1
Κάρ|subj|1
Παίων|subj|1
Λέλεγες|subj|1
Πελασγός|subj|1
Φρύξ|subj|1
Μῄων|subj|1
κνημίς|subj|1
ἑορτή|subj|1
Πρόθοος|subj|1
χιτών|subj|1
νεοίη|subj|1
κυνάμυια|subj|1
Φυλεύς|subj|1
Γουνεύς|subj|1
Φόρκυς|subj|1
Ἀσκάνιος|subj|1
Οὐρανίωνες|subj|1
ἀνδροκτασία|subj|1
Στρατίος|subj|1
Ἐχέφρων|subj|1
ἄρσην|subj|1
ἀναγκαίη|subj|1
στέφανος|subj|1
Κτήσιππος|subj|1
ὁ|obj|938
ἐγώ|obj|737
σύ|obj|556
ὅς|obj|527
μιν|obj|514
ἕ|obj|506
ναῦς|obj|488
χείρ|obj|427
θυμός|obj|369
αὐτός|obj|339
ἵππος|obj|339
ἀνήρ|obj|338
Τρώς|obj|318
εἰμί|obj|275
γαῖα|obj|267
σφεῖς|obj|264
θεός|obj|251
πόλεμος|obj|242
ἑταῖρος|obj|238
δῶμα|obj|236
ἔπος|obj|231
τις|obj|225
πᾶς|obj|220
Ἕκτωρ|obj|206
δόρυ|obj|202
κακός|obj|198
πόλις|obj|197
Ἀχαιός|obj|197
ἔργον|obj|197
ἄλλος|obj|195
υἱός|obj|192
Ὀδυσσεύς|obj|189
ὦμος|obj|187
λαός|obj|184
παῖς|obj|182
μνηστήρ|obj|181
οὗτος|obj|178
ἀλλήλων|obj|177
τεῦχος|obj|175
χρώς|obj|174
μένος|obj|173
Ζεύς|obj|172
ἄστυ|obj|170
φρήν|obj|169
ἔγχος|obj|168
κεφαλή|obj|163
πεδίον|obj|163
μῦθος|obj|160
γυνή|obj|158
γόνυ|obj|158
πόντος|obj|158
πολύς|obj|157
τεῖχος|obj|154
ἅλς|obj|152
πούς|obj|152
μέγαρον|obj|152
οἶνος|obj|149
οὐρανός|obj|148
στῆθος|obj|148
δόμος|obj|147
δάκρυον|obj|145
Ἴλιος|obj|144
πῦρ|obj|144
Ἀχιλλεύς|obj|144
χαλκός|obj|143
εἶμι|obj|141
πατήρ|obj|140
ὅσος|obj|137
δίφρος|obj|136
ὅμιλος|obj|136
οἴκαδε|obj|136
ἔρχομαι|obj|134
μάχομαι|obj|133
βοῦς|obj|133
μάχη|obj|131
οἶκος|obj|130
ὅδε|obj|128
τόξον|obj|126
δῶρον|obj|125
ἄνθρωπος|obj|125
ἄλγος|obj|124
Δαναοί|obj|121
αἷμα|obj|121
ὕδωρ|obj|120
ἕκαστος|obj|119
μῆλον|obj|118
Ἀργεῖος|obj|116
εὐνή|obj|114
κλισία|obj|113
θάνατος|obj|112
δεῦρο|obj|112
κύων|obj|109
ἄλοχος|obj|108
ἅρμα|obj|108
θύρα|obj|107
ἀσπίς|obj|106
κῦμα|obj|106
ἐνθάδε|obj|106
κῦδος|obj|105
νεκρός|obj|105
κήρ|obj|103
χιτών|obj|103
νέκυς|obj|102
Τηλέμαχος|obj|98
Ὄλυμπος|obj|97
Ἄρης|obj|96
σῖτος|obj|96
ὁδός|obj|96
φώς|obj|94
νῆσος|obj|94
δίδωμι|obj|93
οἷος|obj|93
ὄρος|obj|93
εἷμα|obj|93
Πάτροκλος|obj|93
θάλαμος|obj|93
ὕπνος|obj|92
ἐκεῖνος|obj|91
κτῆμα|obj|89
νόστος|obj|89
σάκος|obj|89
κάρα|obj|87
μήτηρ|obj|85
θύραζε|obj|85
Ἀγαμέμνων|obj|85
δῆμος|obj|85
χθών|obj|85
ὄλεθρος|obj|85
νέομαι|obj|84
ἱκνέομαι|obj|82
ξένος|obj|82
βέλος|obj|82
σῆμα|obj|82
κέλευθος|obj|81
χόλος|obj|81
ἀλκή|obj|81
ἦμαρ|obj|81
μέσος|obj|80
νύξ|obj|79
αἱρέω|obj|79
βία|obj|78
ἔχω|obj|77
δαίς|obj|77
ἀγορά|obj|77
ψυχή|obj|77
ὀφθαλμός|obj|76
Τροία|obj|75
θρόνος|obj|75
χλαῖνα|obj|75
κῆδος|obj|74
λέχος|obj|74
βουλή|obj|73
κρέας|obj|73
φόνος|obj|71
νόος|obj|70
μένω|obj|70
δέπας|obj|70
πύλη|obj|69
κόρη|obj|69
πύργος|obj|69
μηρός|obj|69
βασιλεύς|obj|69
ποταμός|obj|68
κρατήρ|obj|68
αὐχήν|obj|67
ὄχος|obj|67
ὀστέον|obj|67
ἱστός|obj|67
ὗς|obj|67
τίθημι|obj|66
τάφρος|obj|66
ἀθάνατος|obj|66
ἑκατόμβη|obj|66
πέτρα|obj|66
ἀμφότερος|obj|66
Ἀθήνη|obj|66
πόνος|obj|66
ἄριστος|obj|65
θάλασσα|obj|64
ἦτορ|obj|63
φάλαγξ|obj|63
πόσις|obj|63
φέρω|obj|62
γίγνομαι|obj|62
χρυσός|obj|62
πατρίς|obj|61
γυῖον|obj|61
κῆρ|obj|61
εἶδον|obj|61
στρατός|obj|60
κτείνω|obj|60
φιλότης|obj|60
ἐθέλω|obj|60
ὕλη|obj|60
ἀοιδή|obj|60
ἵστημι|obj|60
ὀιστός|obj|59
πῆμα|obj|59
Μενέλαος|obj|59
Ποσειδεών|obj|59
ἄγω|obj|58
νέφος|obj|58
γάμος|obj|58
ὅστις|obj|58
ἀμύνω|obj|58
οὐδός|obj|57
τέκνον|obj|57
ἄναξ|obj|57
γόος|obj|57
γέρων|obj|57
φᾶρος|obj|57
σταθμός|obj|57
οἶκόνδε|obj|56
δόρπον|obj|56
Ἰθάκη|obj|56
Πρίαμος|obj|56
ὀδύνη|obj|56
βλέφαρον|obj|56
δεσμός|obj|55
πολεμίζω|obj|55
ξίφος|obj|54
Αἴας|obj|54
γαστήρ|obj|54
οὖδας|obj|54
κονία|obj|54
στόμα|obj|53
κόρυς|obj|53
ἀήρ|obj|53
βροτός|obj|53
αὖθι|obj|52
ἡμίονος|obj|52
|obj|52
πρόμαχος|obj|52
μῆδος|obj|51
Πηλείων|obj|50
εἶπον|obj|50
ἔντεα|obj|50
κράς|obj|50
βάλλω|obj|49
ἐρύω|obj|49
ἱστίον|obj|49
Ἄργος|obj|49
πότμος|obj|48
φάρμακον|obj|48
χαμᾶζε|obj|48
Αἰνείας|obj|48
νίκη|obj|48
οἰκίον|obj|48
θνήσκω|obj|47
ἕπομαι|obj|47
κάματος|obj|47
γέρας|obj|47
τιμή|obj|47
δμωή|obj|47
τέλος|obj|46
ἔρις|obj|46
δεῖπνον|obj|46
πένθος|obj|46
βίοτος|obj|46
φάος|obj|46
μηρία|obj|46
ἄνεμος|obj|45
κῆρυξ|obj|45
ἡνία|obj|45
ὄψ|obj|45
κλέος|obj|45
ὄσσα|obj|45
κλείς|obj|45
κακότης|obj|44
χάρμη|obj|44
φάσγανον|obj|44
ἔθνος|obj|44
ἔνθα|obj|44
καρπός|obj|44
τοκεύς|obj|44
ἆθλος|obj|44
ὅρκος|obj|43
ἐπιβαίνω|obj|43
σπέος|obj|43
αἶα|obj|43
ὅρκιον|obj|43
τράπεζα|obj|43
στίξ|obj|43
ψάμαθος|obj|43
αἴξ|obj|43
καρδία|obj|43
φεύγω|obj|43
ἐκεῖσε|obj|42
ἔρος|obj|42
συβώτης|obj|42
φίλος|obj|42
δαμάζω|obj|42
παρειά|obj|42
ζυγόν|obj|42
ἀπήνη|obj|41
ἄψ|obj|41
πίνω|obj|41
ἤπειρος|obj|41
σκῆπτρον|obj|41
μοῖρα|obj|41
ἆθλον|obj|40
κορυφή|obj|40
παύω|obj|40
ἀγγελία|obj|40
νῶτον|obj|40
φόβος|obj|40
ῥόος|obj|40
λόχος|obj|40
ἐλαύνω|obj|39
σθένος|obj|39
πρόθυρον|obj|39
λιμήν|obj|39
εὖχος|obj|39
μῆτις|obj|39
λοιγός|obj|39
τρίπους|obj|38
νεφέλη|obj|38
πτολίεθρον|obj|38
νεῖκος|obj|38
κόμη|obj|38
χῶρος|obj|38
κράτος|obj|38
αὐτοῦ|obj|38
ὠτειλή|obj|38
ἕδνον|obj|38
ἀκούω|obj|37
ὀιζύς|obj|37
Ἀτρείδης|obj|37
ἐρετμόν|obj|37
Πηνελόπεια|obj|37
Ἑλένη|obj|37
μῆνις|obj|37
ἄποινα|obj|37
φλόξ|obj|37
οἰωνός|obj|37
ἄτη|obj|37
δόλος|obj|37
Τυδείδης|obj|36
ἀρετή|obj|36
ἄορ|obj|36
ἔνθεν|obj|36
ἀγών|obj|36
ἰός|obj|36
τοιοῦτος|obj|36
δημός|obj|36
ὑπερῷον|obj|36
ῥεῖθρον|obj|36
γῆρας|obj|36
φύλοπις|obj|36
βοείη|obj|36
ὄλλυμι|obj|35
αἰθήρ|obj|35
ὄμμα|obj|35
θίς|obj|35
κυνέη|obj|35
πάσχω|obj|35
Μυρμιδόνες|obj|35
ἅπας|obj|35
ἔλαιον|obj|35
μίγνυμι|obj|34
ἥρως|obj|34
λέων|obj|34
Νέστωρ|obj|34
τεύχω|obj|34
ἄμαξα|obj|34
μάστιξ|obj|34
ἠώς|obj|34
ποιμήν|obj|34
θώραξ|obj|34
Πύλος|obj|34
ἱμάς|obj|33
ἐδωδή|obj|33
χάρις|obj|33
Φαίαξ|obj|33
χρῆμα|obj|33
κόλπος|obj|33
μετάφρενον|obj|33
ὄις|obj|33
φιλέω|obj|33
ὀχεύς|obj|33
ἱερός|obj|33
τελέω|obj|32
φῦλον|obj|32
ἠιών|obj|32
ἔναρα|obj|32
πομπή|obj|32
μέλος|obj|32
πυνθάνομαι|obj|32
κῶας|obj|32
οὐρανόθεν|obj|31
ῥέζω|obj|31
ἄρουρα|obj|31
ὑσμίνη|obj|31
ῥίς|obj|31
ἀλέξω|obj|31
αἴρω|obj|31
κασίγνητος|obj|31
τιμάω|obj|31
οὖρος|obj|31
ἀκτή|obj|31
πλείων|obj|31
Ἀλέξανδρος|obj|31
ὁράω|obj|31
αἰγίς|obj|31
δηιοτής|obj|31
Πηλεύς|obj|31
ἐσθλός|obj|30
ναός|obj|30
σχεδία|obj|30
δειρή|obj|30
κίων|obj|30
λίθος|obj|30
ἕλκος|obj|30
φόως|obj|30
ἀμφίπολος|obj|30
θεά|obj|30
θήρ|obj|30
πέλεκυς|obj|30
τάλαντον|obj|29
νευρά|obj|29
οὖς|obj|29
ἤπειρόνδε|obj|29
λᾶας|obj|29
αἴθουσα|obj|29
πάλιν|obj|29
προτέρω|obj|29
δεῖπνος|obj|29
ξύλον|obj|29
φόρμιγξ|obj|29
εἴσω|obj|29
εἴλω|obj|29
χαμαί|obj|29
τέκος|obj|29
μυθέομαι|obj|29
ἄκοιτις|obj|29
πείθω|obj|28
δύω|obj|28
ἕρκος|obj|28
κρήδεμνον|obj|28
Ἀφροδίτη|obj|28
Ἰδομενεύς|obj|28
ἀγρός|obj|28
πυρός|obj|28
μόρος|obj|27
χαίτη|obj|27
πόλινδε|obj|27
χέρσος|obj|27
κλισμός|obj|27
νόημα|obj|27
κεῖνος|obj|27
Λακεδαίμων|obj|27
ληίς|obj|27
δέρμα|obj|27
Ἴδη|obj|27
τάπης|obj|27
ἀοιδός|obj|27
λύω|obj|27
μέτρον|obj|27
Διομήδης|obj|27
δάιος|obj|27
σανίς|obj|27
θυγάτηρ|obj|27
κάρηνον|obj|26
φθίω|obj|26
τροχός|obj|26
σίδηρος|obj|26
ἐφετμή|obj|26
ἀδελφός|obj|26
ἀγορεύω|obj|26
εἶδαρ|obj|26
πέδιλον|obj|26
ἥβη|obj|26
ἀείδω|obj|26
Σαρπηδών|obj|26
ἧπαρ|obj|26
γαμέω|obj|26
τόσος|obj|26
δέμνιον|obj|26
φύλλον|obj|26
ἰχθύς|obj|25
ταῦρος|obj|25
ὀπίσω|obj|25
λείπω|obj|25
θρόνον|obj|25
πυρή|obj|25
Ἀπόλλων|obj|25
αἰδώς|obj|25
βουκόλος|obj|25
πληθύς|obj|25
χαμάδις|obj|25
ἄστυδε|obj|25
λούω|obj|25
ῥοή|obj|25
Λύκιοι|obj|25
ἔλαφος|obj|25
ὕβρις|obj|25
θέμις|obj|25
ὅπλον|obj|25
δαίμων|obj|25
μνάομαι|obj|25
πειράω|obj|24
χαλκοῦς|obj|24
ἕλκω|obj|24
ἔπαλξις|obj|24
κέρδος|obj|24
ἕδος|obj|24
δαίτη|obj|24
ῥάκος|obj|24
αὐδή|obj|24
ἠέλιος|obj|24
Λαέρτης|obj|24
πέπλος|obj|24
λέβης|obj|24
ἧμαι|obj|24
Ἑλλήσποντος|obj|24
ἀπονέομαι|obj|24
Λυκία|obj|24
κέρας|obj|24
ἀρήγω|obj|24
ἀυτή|obj|24
Κρονίων|obj|23
μιμνήσκω|obj|23
κατακτείνω|obj|23
ἀγέλη|obj|23
στέρνον|obj|23
Ἥφαιστος|obj|23
πεῖραρ|obj|23
ὀβελός|obj|23
αὐγή|obj|23
ἀγαθός|obj|23
ἡνίοχος|obj|23
πίπτω|obj|23
ὄμβρος|obj|23
ἕτερος|obj|23
Ἥρα|obj|23
φυλάσσω|obj|23
οὐδείς|obj|23
φαρέτρα|obj|22
τελευτάω|obj|22
