word|function|count
πέλεκυς|obj|4
ἠπεροπεύω|obj|4
ἀλέομαι|obj|4
πρόσω|obj|4
μῶλος|obj|4
ὑπερβασία|obj|4
ἡνία|obj|4
ἄλεισον|obj|4
κολοσυρτός|obj|4
χρή|obj|4
γόνος|obj|4
βοείη|obj|4
θέω|obj|4
ἄω|obj|4
πέπλος|obj|4
μοῖρα|obj|4
Τυδεύς|obj|4
γέρας|obj|4
ἀπατήλιος|obj|4
πέπνυμαι|obj|4
δόμονδε|obj|4
παλάμη|obj|4
ἐσθής|obj|4
ὄπισθεν|obj|4
ἄρχω|obj|4
πῶυ|obj|4
δέμνιον|obj|4
αἴθουσα|obj|4
ζυγόν|obj|4
ὦνος|obj|4
ἀμφίπολος|obj|4
ἕρκος|obj|4
φαρέτρα|obj|4
ἐρωή|obj|4
ὄσσα|obj|4
Κίκονες|obj|4
μάρναμαι|obj|4
ζόφος|obj|4
θῆλυς|obj|4
φύλαξ|obj|4
εὐχωλή|obj|4
ἤτορ|obj|4
ποθεν|obj|4
μέλλω|obj|4
ἄνθος|obj|4
δμώς|obj|4
εἶδος|obj|4
τέρπω|obj|4
ἐπίκουρος|obj|4
δεῖπνος|obj|4
Μέντωρ|obj|4
κομιδή|obj|4
ἀληθής|obj|4
νεῖκος|obj|4
δειδίσσομαι|obj|4
εἶδαρ|obj|4
Αἰνείας|obj|4
ἔχθος|obj|4
φθόγγος|obj|4
οὐρανόθεν|obj|4
στέρνον|obj|4
Πηλεύς|obj|4
αὐγή|obj|4
ξύλον|obj|4
κυνέω|obj|4
περιφύομαι|obj|4
ἐξέρομαι|obj|4
νοστέω|obj|4
Αἰθίοψ|obj|4
ἀπωθέω|obj|4
τυρός|obj|4
πῆχυς|obj|4
κομίζω|obj|4
Λύκιοι|obj|4
τρίπους|obj|4
Θήβη|obj|4
γενεά|obj|4
ἀποδίδωμι|obj|4
ὑψόσε|obj|4
῎ἴλιος|obj|4
ἀπόλλυμι|obj|4
ἄκοιτις|obj|4
ἔλδωρ|obj|4
ἀδελφός|obj|4
Ἀστεροπαῖος|obj|3
Χάρυβδις|obj|3
τρώς|obj|3
Ἀΐδης|obj|3
εὑρίσκω|obj|3
βένθος|obj|3
δοῦπος|obj|3
ἀποδατέομαι|obj|3
κοῦρος|obj|3
ἀχεύω|obj|3
ἀποφθίνω|obj|3
ἐσχάρα|obj|3
στεροπή|obj|3
εἰσεῖδον|obj|3
Πηλείδης|obj|3
Ἰθάκηνδε|obj|3
ξύλοχος|obj|3
ἵημι|obj|3
ἱκάνω|obj|3
μέσαυλος|obj|3
πάσσαλος|obj|3
ῥήγνυμι|obj|3
Παίων|obj|3
ποιέω|obj|3
διακρίνω|obj|3
τίνω|obj|3
πομπός|obj|3
ἀνίστημι|obj|3
τρέφω|obj|3
ἄποινος|obj|3
Ὀρχομενός|obj|3
ποτινίσσομαι|obj|3
κόνις|obj|3
Λυρνησσός|obj|3
δέρμα|obj|3
σηκός|obj|3
τάπης|obj|3
ἀπήνη|obj|3
ὀδύρομαι|obj|3
κάνεον|obj|3
ὄμβρος|obj|3
ἡλικία|obj|3
κρίνω|obj|3
ἐναίσιμος|obj|3
πηδάλιον|obj|3
κυβερνάω|obj|3
ἐμπίπλημι|obj|3
ἀπονοστέω|obj|3
ἔρις|obj|3
ῥιγέω|obj|3
χολόω|obj|3
κλαυθμός|obj|3
ὄνειδος|obj|3
ἐντανύω|obj|3
ἀναιρέω|obj|3
κότος|obj|3
Τροίαθεν|obj|3
ἀμφράζομαι|obj|3
ὕβρις|obj|3
πη|obj|3
ὀρυμαγδός|obj|3
ὑπερφίαλος|obj|3
κέρας|obj|3
ἔδω|obj|3
θάρσος|obj|3
δείδω|obj|3
σάρξ|obj|3
χαίρω|obj|3
νεφέλη|obj|3
μαίνομαι|obj|3
ἐπίσταμαι|obj|3
ἄχνη|obj|3
λαῖτμα|obj|3
ἀποκτείνω|obj|3
σφαῖρα|obj|3
σχεδία|obj|3
ἀφορμάω|obj|3
Αἰακίδης|obj|3
λήγω|obj|3
ἐξέρχομαι|obj|3
κῆπος|obj|3
Πείραιος|obj|3
πλευρά|obj|3
ἰσχίον|obj|3
ἱερεῖον|obj|3
ἆθλον|obj|3
γεραιός|obj|3
οἴχομαι|obj|3
ἕζομαι|obj|3
μέλος|obj|3
Ἀσωπός|obj|3
Ἦλις|obj|3
χάρις|obj|3
ὄπις|obj|3
ἔριφος|obj|3
ἐρῶ|obj|3
τέχνη|obj|3
κρήνη|obj|3
ἄλσος|obj|3
ῥίς|obj|3
Νηλεύς|obj|3
Σχερία|obj|3
πέμπω|obj|3
αἶσα|obj|3
θεοπρόπος|obj|3
πυθμήν|obj|3
δμωή|obj|3
φηγός|obj|3
λέκτρον|obj|3
ψεῦδος|obj|3
φόρτος|obj|3
στορέννυμι|obj|3
κορώνη|obj|3
σκόπελος|obj|3
Τελαμωνιάδης|obj|3
σός|obj|3
ὑποδάμναμαι|obj|3
ἐχθαίρω|obj|3
ὀμφή|obj|3
ἐπιμέμφομαι|obj|3
πῆ|obj|3
ἐρέτης|obj|3
Ἐφύρα|obj|3
Ἶλος|obj|3
χρίω|obj|3
ἀγείρω|obj|3
Λῆμνος|obj|3
ἐσχατιά|obj|3
νόημα|obj|3
καταπαύω|obj|3
ἄορ|obj|3
Τρῳάς|obj|3
βοή|obj|3
κέλαδος|obj|3
ὀπίσω|obj|3
φημί|obj|3
ἅπτω|obj|3
Ὠρίων|obj|3
δάμνημι|obj|3
ἄγγελος|obj|3
ᾍδης|obj|3
Ἐννοσίγαιος|obj|3
ἐντός|obj|3
γαμέω|obj|3
τῆλε|obj|3
χέρσος|obj|3
αἴσυλος|obj|3
ἄνωγα|obj|3
θεράπων|obj|3
τάλαντον|obj|3
ἤπιος|obj|3
ἱμάς|obj|3
ὀχεύς|obj|3
νεικέω|obj|3
βάζω|obj|3
ἐγγύθεν|obj|3
χαλέπτω|obj|3
μεταλλάω|obj|3
τείρω|obj|3
Ἄσιος|obj|3
σκόλοψ|obj|3
Πέργαμος|obj|3
Ἀκάμας|obj|3
τέττιξ|obj|3
νημερτής|obj|3
κερτομία|obj|3
πα~ς|obj|3
Εὐρύμαχος|obj|3
λύθρον|obj|3
Πάρις|obj|3
ἀπάτη|obj|3
λαμβάνω|obj|3
αἰθήρ|obj|3
ἔναρα|obj|3
ἔπαλξις|obj|3
ῥινός|obj|3
Φθία|obj|3
ἴς|obj|3
Κύπρος|obj|3
νέα|obj|3
ἡμέτερος|obj|3
χώρα|obj|3
φοινίκη|obj|3
Αἰγύπτιος|obj|3
Σιδόνιος|obj|3
Ἐρεμβοί|obj|3
λείπω|obj|3
ἀριστερός|obj|3
Πήδασος|obj|3
ὑπισχνέομαι|obj|3
δαίτη|obj|3
γλυφίς|obj|3
στειλειή|obj|3
ἄχος|obj|3
Κρήτη|obj|3
χάζω|obj|3
ὀδών|obj|3
κτῆσις|obj|3
ἀγκοίνη|obj|3
σταθμόνδε|obj|3
ὀνειροπόλος|obj|3
χορός|obj|3
τάφος|obj|3
ἀναίνομαι|obj|3
ὑποδέχομαι|obj|3
ἔριον|obj|3
μεθύω|obj|3
ἐκφεύγω|obj|3
ἔρομαι|obj|3
ὤψ|obj|3
ἰαύω|obj|3
ἀγαθός|obj|3
ἀρά|obj|3
στρεύγομαι|obj|3
ἐγγύς|obj|3
νύμφη|obj|3
ἱμάσθλη|obj|3
οὐλοχύται|obj|3
μέθυ|obj|3
ἀπάνευθε|obj|3
ὑσμίνη|obj|3
ἐργάζομαι|obj|3
θύος|obj|3
βόθρος|obj|3
Φοῖνιξ|obj|3
Κάλχας|obj|3
σχεδόθεν|obj|3
ὄνειρος|obj|3
ζῶ|obj|3
ἀναίδεια|obj|3
εἴκω|obj|2
ἔλεος|obj|2
κατέρχομαι|obj|2
οἰήιον|obj|2
μῆχος|obj|2
τοξάζομαι|obj|2
πονέω|obj|2
ἀριστεύς|obj|2
ἔντερον|obj|2
Πολύδωρος|obj|2
πνοή|obj|2
σχοῖνος|obj|2
ἔπαυλος|obj|2
ἀλαπάζω|obj|2
λήιον|obj|2
αἰών|obj|2
νεβρός|obj|2
σκύλαξ|obj|2
ὄλβιος|obj|2
ἀπεχθάνομαι|obj|2
μαχλοσύνη|obj|2
πάτος|obj|2
κλῖμαξ|obj|2
αὐτόφι|obj|2
ἄκων|obj|2
Ἀρίων|obj|2
ἐγείρω|obj|2
τελευτή|obj|2
κρῖ|obj|2
ἰατήρ|obj|2
κεραυνός|obj|2
ἱππεύς|obj|2
λαιμός|obj|2
ἱπποσύνη|obj|2
ἄσθμα|obj|2
κρημνός|obj|2
ῥέθος|obj|2
οὐδείς|obj|2
Φοινίκη|obj|2
τέμενος|obj|2
τάλαρος|obj|2
Δημόδοκος|obj|2
πέλεθρον|obj|2
δέρτρον|obj|2
θάλαμόνδε|obj|2
πόλεμόνδε|obj|2
μετάφρενον|obj|2
Παρνασός|obj|2
κλεπτοσύνη|obj|2
ἀγλαία|obj|2
παλαιός|obj|2
ἀλωή|obj|2
ἥκω|obj|2
ἀποτίνω|obj|2
ἔρδω|obj|2
διαρραίω|obj|2
κενεών|obj|2
ἐκτελέω|obj|2
ῥάπτω|obj|2
ξενίζω|obj|2
λαῖφος|obj|2
ἀλάλημαι|obj|2
ἀμφιφορεύς|obj|2
κάμμορος|obj|2
οἴομαι|obj|2
ἐπέρχομαι|obj|2
ὑποκλονέομαι|obj|2
πάτρη|obj|2
πόρος|obj|2
ἐξοπίσω|obj|2
ἀλέω|obj|2
ἴσος|obj|2
Βρισηίς|obj|2
σκύζομαι|obj|2
ἰσοφαρίζω|obj|2
Ὑπερησίη|obj|2
βωμός|obj|2
ἀμβροσίη|obj|2
μήδομαι|obj|2
ἀρείων|obj|2
῎ἄρης|obj|2
ἄμφω|obj|2
παῦρος|obj|2
καταδάπτω|obj|2
αἰδέομαι|obj|2
Ἀλκίνοος|obj|2
πείρινς|obj|2
ἑρκίον|obj|2
περιγίγνομαι|obj|2
ὀδούς|obj|2
ἁψίς|obj|2
ῥίον|obj|2
̓ἀλέξανδρος|obj|2
Μῄων|obj|2
λαῖλαψ|obj|2
αἰχμή|obj|2
ἅλαδε|obj|2
ἕλκω|obj|2
πένομαι|obj|2
συλεύω|obj|2
τύμβος|obj|2
ἔξω|obj|2
Πελίης|obj|2
δύη|obj|2
δεῦτε|obj|2
κλιτύς|obj|2
δηλέομαι|obj|2
ἐπιπέτομαι|obj|2
ἰνίον|obj|2
τροχός|obj|2
ῥῆγος|obj|2
ἐμβάλλω|obj|2
ἐντίθημι|obj|2
θᾶκος|obj|2
θρόνον|obj|2
ἄλειφαρ|obj|2
ποτός|obj|2
ἔραζε|obj|2
μαστός|obj|2
εὖχος|obj|2
ἄντα|obj|2
ἐγχείη|obj|2
δατέομαι|obj|2
κτέαρ|obj|2
δάμαρ|obj|2
προχοή|obj|2
δειπνέω|obj|2
ἄμαξα|obj|2
πτωχός|obj|2
φυτεύω|obj|2
πεύθομαι|obj|2
ἀγχίμολος|obj|2
σίαλος|obj|2
πτέρυξ|obj|2
ἐκγίγνομαι|obj|2
τλάω|obj|2
φύξις|obj|2
δηιόω|obj|2
ἀγρόνδε|obj|2
ἀλήθεια|obj|2
περιωπή|obj|2
ἐνοπή|obj|2
στόνος|obj|2
ἐφέπω|obj|2
ἔνδοθι|obj|2
ϝέκταρ|obj|2
δουλιχίον|obj|2
ἐπισεύω|obj|2
κτέομαι|obj|2
ἄκρις|obj|2
φράζω|obj|2
ἀπηνής|obj|2
ὀρέγω|obj|2
ἀπειλή|obj|2
ἀναίτιος|obj|2
ἐρωέω|obj|2
ἀλλοδαπός|obj|2
ὁμοκλητήρ|obj|2
δίεμαι|obj|2
σώζω|obj|2
ἀποπλέω|obj|2
μηνιθμός|obj|2
ἀφικνέομαι|obj|2
Σειρήν|obj|2
βίος|obj|2
κρήδεμνον|obj|2
στάθμη|obj|2
ἀναφαίνω|obj|2
καλέω|obj|2
σβέννυμι|obj|2
τηλόθεν|obj|2
ἀμφιμάχομαι|obj|2
ὀρεύς|obj|2
δυώδεκα|obj|2
ἐποίχομαι|obj|2
ἄλλοθεν|obj|2
Κίρκη|obj|2
φώκη|obj|2
ἀριθμός|obj|2
βόσκω|obj|2
πτώσσω|obj|2
Εὐρύπυλος|obj|2
φέβομαι|obj|2
ἐφέζομαι|obj|2
σιωπή|obj|2
πτόρθος|obj|2
λειμών|obj|2
ὀφρύς|obj|2
νηπύτιος|obj|2
τελευτάω|obj|2
ἄρος|obj|2
Περσεφόνεια|obj|2
κῶας|obj|2
ἀγορήνδε|obj|2
πρύμνα|obj|2
Βουπρασίον|obj|2
ταῦρος|obj|2
ἀγέλη|obj|2
γυμνόω|obj|2
ἐκπέρθω|obj|2
ὅρμος|obj|2
Ἑλλήσποντος|obj|2
ἀποσκίδναμαι|obj|2
πυρά|obj|2
Αἴολος|obj|2
μυρίος|obj|2
φυτόν|obj|2
πίναξ|obj|2
δέσποινα|obj|2
Καλυψώ|obj|2
κίων|obj|2
Αἴγυπτος|obj|2
βῆσσα|obj|2
πτερόν|obj|2
αἶθρος|obj|2
Ἀθῆναι|obj|2
ὅπη|obj|2
παλλακίς|obj|2
φῖλος|obj|2
ὄλβος|obj|2
γηράσκω|obj|2
ἀντίος|obj|2
ὁρμάω|obj|2
ἀλκί|obj|2
ἴχνιον|obj|2
ἐποτρύνω|obj|2
κύκλος|obj|2
ἑδριάω|obj|2
νευρή|obj|2
ἴσχω|obj|2
σεύω|obj|2
βρότος|obj|2
γναθμός|obj|2
ἰχθύς|obj|2
βοάω|obj|2
ἔκφημι|obj|2
Πανοπεύς|obj|2
Κρής|obj|2
Ῥόδος|obj|2
Παφλαγών|obj|2
Ἐνετοί|obj|2
Κύτωρος|obj|2
Σήσαμος|obj|2
τελαμών|obj|2
ἁλίσκομαι|obj|2
ἀνέζομαι|obj|2
νομόνδε|obj|2
ἱδρώς|obj|2
φάρυγξ|obj|2
οὐτάω|obj|2
προσμυθέομαι|obj|2
λέβης|obj|2
θέμεθλα|obj|2
ἀρνειός|obj|2
διέξειμι|obj|2
φήμη|obj|2
λόφος|obj|2
ἐλέφας|obj|2
ἐμπρήθω|obj|2
νικάω|obj|2
εὐφημέω|obj|2
Δηίφοβος|obj|2
βέλεμνον|obj|2
αὖθις|obj|2
Σιμόεις|obj|2
ζεύγνυμι|obj|2
ἱλάσκομαι|obj|2
ἀποτίθημι|obj|2
εὐνάω|obj|2
Λαέρκης|obj|2
ὀπτήρ|obj|2
ἔσθω|obj|2
Φρύγιος|obj|2
αἴρω|obj|2
ἐφευρίσκω|obj|2
περιίστημι|obj|2
ἐνιπή|obj|2
πάλλω|obj|2
μελία|obj|2
ἀντιφερίζω|obj|2
τέρσομαι|obj|2
πρό|obj|2
τοιοῦτος|obj|2
κορέννυμι|obj|2
μισθός|obj|2
προσαμύνω|obj|2
ἀλύσκω|obj|2
δείκνυμι|obj|2
δύναμαι|obj|2
ἀντιφέρω|obj|2
δίζημαι|obj|2
χαλεπαίνω|obj|2
τέκμαρ|obj|2
οὐρά|obj|2
πρόσφημι|obj|2
ἕδος|obj|2
ναίω|obj|2
ζεύς|obj|2
γνωτός|obj|2
θρίξ|obj|2
Ἄρτεμις|obj|2
ἔθειρα|obj|2
ἀτάσθαλος|obj|2
ἀεικής|obj|2
ἀθεμίστιος|obj|2
προμάχομαι|obj|2
βαίνω|obj|2
Λητώ|obj|2
παιάν|obj|2
ἐλεγχείη|obj|2
σῦριγξ|obj|2
ὀθόνη|obj|2
ὄζος|obj|2
ἕδρα|obj|2
ἐπίκλησις|obj|2
λείβω|obj|2
εὕδω|obj|2
ἀκουάζομαι|obj|2
πλήθω|obj|2
ἐγχέω|obj|2
δωδώνη|obj|2
πολίτης|obj|2
χαμάδις|obj|2
Σόλυμοι|obj|2
Αἰτωλός|obj|2
Καλυδών|obj|2
τρέπω|obj|2
κλισίηνδε|obj|2
ὧδε|obj|2
κλισίηθεν|obj|2
ἀλλότριος|obj|2
ἀρνός|obj|2
ἐπιπλέω|obj|2
βοτάνη|obj|2
παρηορία|obj|2
Ὠκεανός|obj|2
ἡγεμών|obj|2
Πουλυδάμας|obj|2
κίω|obj|2
ἀλαοσκοπιά|obj|2
αὐδή|obj|2
τοι|obj|2
ἀρχός|obj|2
γένειον|obj|2
στέμμα|obj|2
στρωφάω|obj|2
εἴσω|obj|2
Θόας|obj|2
Παίονες|obj|2
ἄντομαι|obj|2
καθίζω|obj|2
κλόνος|obj|2
οἰκεύς|obj|2
τέρας|obj|2
ὄσσε|obj|2
κολεόν|obj|2
πύλος|obj|2
Σπάρτηνδε|obj|2
εἰσοράω|obj|2
χέρνιψ|obj|2
ὄνειαρ|obj|2
κράς|obj|2
φρόνις|obj|2
ζωστήρ|obj|2
τόκος|obj|2
μηδείς|obj|2
Ἰφίνοος|obj|1
Δηιοπίτης|obj|1
Θόων|obj|1
Ἔννομος|obj|1
Πάνδοκος|obj|1
Λύσανδρος|obj|1
Πύρασος|obj|1
Πυλάρτης|obj|1
Ἀσκάλαφος|obj|1
βραχίων|obj|1
Ὑπέρεια|obj|1
ἐκλανθάνω|obj|1
Σκάμανδρος|obj|1
Αἵδης|obj|1
ἀστράγαλος|obj|1
Ἀι|obj|1
Ἄι|obj|1
Ἀϊδόσδε|obj|1
Τεμέση|obj|1
τροπός|obj|1
ἱρός|obj|1
ῥοῖζος|obj|1
ἐπέοικε|obj|1
ἀθλεύω|obj|1
χεῖλος|obj|1
ὄκνος|obj|1
ἀφραδία|obj|1
ὀτρυντύς|obj|1
ὁμιλέω|obj|1
ἐπιχειρέω|obj|1
ἑτέρωσε|obj|1
Φρυγία|obj|1
Μυκήνη|obj|1
δῆρις|obj|1
εἰσέρχομαι|obj|1
Τρωιός|obj|1
ναύτης|obj|1
ἔλδομαι|obj|1
Παναχαιοί|obj|1
ὅμαδος|obj|1
καταβαίνω|obj|1
τέγος|obj|1
Σάτνιος|obj|1
σέλινον|obj|1
ὄλυρα|obj|1
ὁμόθεν|obj|1
ῥυμός|obj|1
ἰότης|obj|1
γηθέω|obj|1
νεμεσάω|obj|1
ξυνήιος|obj|1
σφονδύλιος|obj|1
Ἄρητος|obj|1
ἰλύς|obj|1
ἑρμίς|obj|1
δέσμα|obj|1
νηδύς|obj|1
ἀράχνιον|obj|1
μυχός|obj|1
ἀκοίτης|obj|1
ὕμνος|obj|1
ὄγκιον|obj|1
δάπεδον|obj|1
θρῆνυς|obj|1
Πανέλληνες|obj|1
καίνυμαι|obj|1
σανίς|obj|1
Λυκάων|obj|1
αἰγίς|obj|1
συλάω|obj|1
σοί|obj|1
ἄφενος|obj|1
πλοῦτος|obj|1
ἀφύσσω|obj|1
κρατέω|obj|1
σημαίνω|obj|1
κατανεύω|obj|1
τιτρώσκω|obj|1
ἀφίστημι|obj|1
πηδάω|obj|1
κάτειμι|obj|1
ὁμήγυρις|obj|1
ἐκπίπτω|obj|1
ἄγνυμι|obj|1
ἀποπαύω|obj|1
κυλίνδω|obj|1
ἐγκέφαλος|obj|1
παλάσσω|obj|1
ἀνύω|obj|1
ἀναχωρέω|obj|1
ὑποστρέφω|obj|1
ἔχθω|obj|1
Αἴγισθος|obj|1
καλάμη|obj|1
ἔνδον|obj|1
πάτρα|obj|1
φόως|obj|1
ἀποίχομαι|obj|1
ἀμείνων|obj|1
δηριάομαι|obj|1
ὅρος|obj|1
ἐπίορκος|obj|1
ἐπιφέρω|obj|1
ἁμαρτάνω|obj|1
τιθήνη|obj|1
Νῦσα|obj|1
ἐτεός|obj|1
μαντεύομαι|obj|1
τί|obj|1
παρέρχομαι|obj|1
μυρίκη|obj|1
ἀήτης|obj|1
Κῶς|obj|1
γελάω|obj|1
ὀρχέομαι|obj|1
Ἅλιος|obj|1
λαοδάμας|obj|1
ἅρπη|obj|1
θάμβος|obj|1
κύπελλον|obj|1
ποινή|obj|1
Ῥέα|obj|1
Κρόνος|obj|1
ποδώκεια|obj|1
Θέμις|obj|1
Μαῖρα|obj|1
Κλυμένη|obj|1
Ἐριφύλη|obj|1
ἔνδοθεν|obj|1
ὑπακούω|obj|1
κάπριος|obj|1
γένυς|obj|1
ὄχθη|obj|1
τῆθος|obj|1
ἀλεωρή|obj|1
σειρά|obj|1
ἄθλιος|obj|1
ὁμοκλή|obj|1
ἐναρίζω|obj|1
ἐρητύω|obj|1
ἀμφοτέρωθεν|obj|1
φθογγή|obj|1
ἱέραξ|obj|1
κολοιός|obj|1
ψάρ|obj|1
Ἐριχθόνιος|obj|1
ἀριστεύω|obj|1
αἰσχύνω|obj|1
Διοκλῆς|obj|1
σπεύδω|obj|1
πενία|obj|1
μύρω|obj|1
νέω|obj|1
δρέπανον|obj|1
τοῖος|obj|1
ὀρσοθύρη|obj|1
δίχα|obj|1
λύσις|obj|1
ἐγώγε|obj|1
θαλλός|obj|1
ὀρός|obj|1
ἐπιγουνίς|obj|1
Σπάρτηθεν|obj|1
δούλη|obj|1
ὑγρός|obj|1
κηληθμός|obj|1
ἄνεω|obj|1
ἄλη|obj|1
ἠλασκάζω|obj|1
ἱκέτης|obj|1
ψευδής|obj|1
ἀυτμή|obj|1
πῶμα|obj|1
ῥινόν|obj|1
ἐποχέομαι|obj|1
ἀγλαίζω|obj|1
ἧλος|obj|1
φᾶρος|obj|1
κλαγγή|obj|1
κατακείω|obj|1
στόρνυμι|obj|1
καθύπερθε|obj|1
πήρα|obj|1
ἔμβρυον|obj|1
θυρεός|obj|1
χαίτη|obj|1
ἐφύπερθε|obj|1
σκέπας|obj|1
βρώμη|obj|1
βάραθρον|obj|1
δελφίς|obj|1
εἴδωλον|obj|1
εἴρω|obj|1
κλαίω|obj|1
δύστηνος|obj|1
λόγος|obj|1
ποῦ|obj|1
Ἀντίλοχος|obj|1
αἶνος|obj|1
αἱμασιά|obj|1
Σίντιες|obj|1
Κακοίλιος|obj|1
ἠγερέθομαι|obj|1
ἀναπλέω|obj|1
ἄγχι|obj|1
ἀπονόσφι|obj|1
ἀσχαλάω|obj|1
ἄφρων|obj|1
ὁρμαθός|obj|1
Πορθεύς|obj|1
Ἀφροδίτη|obj|1
ἀργής|obj|1
Π́ερση|obj|1
ἑλκηθμός|obj|1
κτύπος|obj|1
φονεύς|obj|1
ὁρμαίνω|obj|1
κεύθω|obj|1
ὄρνυμι|obj|1
ἐφορμάω|obj|1
πρόσθεν|obj|1
ἄγαμαι|obj|1
εὐνάζω|obj|1
γύαλον|obj|1
πτύον|obj|1
ὄρνεον|obj|1
δίνη|obj|1
σόλος|obj|1
καλαῦροψ|obj|1
ἀνδρότης|obj|1
χειμών|obj|1
πέτομαι|obj|1
πνοιή|obj|1
ὑποκλοπέομαι|obj|1
ἀτραπός|obj|1
ὑφορβός|obj|1
ὅπλομαι|obj|1
ὕπαιθα|obj|1
αἰτιάομαι|obj|1
συμμητιάομαι|obj|1
τέκμωρ|obj|1
παραμυθέομαι|obj|1
κρουνός|obj|1
κρύπτω|obj|1
ἄγαλμα|obj|1
νομός|obj|1
παρειά|obj|1
ὑπομένω|obj|1
κατέδω|obj|1
ὄνομαι|obj|1
ὀλοφώιος|obj|1
ἀνέρομαι|obj|1
πάντοσε|obj|1
ξυστόν|obj|1
Κύπρις|obj|1
αἰτίζω|obj|1
ἐνώπια|obj|1
Ἀπισάων|obj|1
Εὐρύκλεια|obj|1
πήγνυμι|obj|1
ὀπίσσω|obj|1
δάκνω|obj|1
μαντεῖον|obj|1
ὄνομα|obj|1
ἄχθος|obj|1
ὀπάζω|obj|1
εἰρεσία|obj|1
ἔοικα|obj|1
Θεοκλύμενος|obj|1
εὐχετάομαι|obj|1
παραφεύγω|obj|1
μυκηθμός|obj|1
βληχή|obj|1
τέλσον|obj|1
ζωός|obj|1
νύσσα|obj|1
ἄκρον|obj|1
ἰσόπεδον|obj|1
βηλός|obj|1
νέκταρ|obj|1
μετόπισθε|obj|1
ἱστοδόκη|obj|1
ἕρμα|obj|1
φάτνη|obj|1
ἐπείγω|obj|1
Κρήτηθεν|obj|1
εὔπλοια|obj|1
Σκύλλα|obj|1
Σάμη|obj|1
ὑπόδημα|obj|1
ἐπακούω|obj|1
ξεινήιον|obj|1
δωτίνη|obj|1
ἀναπίμπλημι|obj|1
τροίανδε|obj|1
̓ἀρήτη|obj|1
Φηραί|obj|1
ἀσάμινθος|obj|1
θεσμός|obj|1
βουκόλος|obj|1
ῥυπάω|obj|1
ἄγρα|obj|1
πεῖσμα|obj|1
θόλος|obj|1
γαλήνη|obj|1
Ῥαδάμανθυς|obj|1
ἀναβαίνω|obj|1
κατατίθημι|obj|1
πέδιλον|obj|1
Αἰγαί|obj|1
Μαραθών|obj|1
δεξιός|obj|1
ὁδοιπόρος|obj|1
ἀντιβολέω|obj|1
ποῖος|obj|1
εἰκοσάβοιος|obj|1
τηλύγετος|obj|1
νομεύς|obj|1
εἱανός|obj|1
ἐσσύμενος|obj|1
ἰάομαι|obj|1
ἄρτος|obj|1
λουτρόν|obj|1
ἄντυξ|obj|1
πεινάω|obj|1
κικλήσκω|obj|1
ἀνέρχομαι|obj|1
καλός|obj|1
ἔρνος|obj|1
Φωκεύς|obj|1
κυπάρισσος|obj|1
Πυθών|obj|1
Κρῖσα|obj|1
Δαυλίς|obj|1
Ἀνεμώρεια|obj|1
Ὑάμπολις|obj|1
Λίλαια|obj|1
Κόρινθος|obj|1
Κλεωναί|obj|1
Ὀρνειαί|obj|1
Ἀραιθυρέη|obj|1
Σικυών|obj|1
Γονόεσσα|obj|1
Πελλήνη|obj|1
Αἴγιον|obj|1
Αἰγιαλός|obj|1
Ἑλίκη|obj|1
Φᾶρις|obj|1
Μέσση|obj|1
Βρυσειαί|obj|1
Αὐγειαί|obj|1
Ἀμύκλαι|obj|1
Λάας|obj|1
Οἴτυλος|obj|1
Κεφαλλήν|obj|1
Νήριτος|obj|1
Κροκύλεια|obj|1
Αἰγίλιψ|obj|1
Ζάκυνθος|obj|1
Σάμος|obj|1
ἀντιπέραιος|obj|1
Περκώτη|obj|1
Πράκτιος|obj|1
Σηστός|obj|1
Ἄβυδος|obj|1
Ἀρίσβη|obj|1
ἀποπέμπω|obj|1
πέρθω|obj|1
θήρα|obj|1
κεμάς|obj|1
λαγῶς|obj|1
Χρυσηίς|obj|1
ὀπυίω|obj|1
σπόγγος|obj|1
δίψα|obj|1
ἱππόθεν|obj|1
ἔξεστι|obj|1
κώπη|obj|1
ἔδαφος|obj|1
τεκτοσύνη|obj|1
διέρχομαι|obj|1
γείνομαι|obj|1
Ἄρνη|obj|1
αἰνόμορος|obj|1
Σεμέλη|obj|1
Ἀλκμήνη|obj|1
Λέλεγες|obj|1
δοιώ|obj|1
Ἡρακλέης|obj|1
Τυνδάρεος|obj|1
Ναυσίθοος|obj|1
Γίγας|obj|1
φυή|obj|1
μαρμαρυγή|obj|1
ταχυτής|obj|1
ἄνω|obj|1
ὑπόσχεσις|obj|1
πέτρος|obj|1
τίς|obj|1
ἀποκόπτω|obj|1
κόρυμβος|obj|1
ἀπολέπω|obj|1
λῦμα|obj|1
ἀπολυμαίνομαι|obj|1
λούω|obj|1
ἀλείφω|obj|1
νόσφι|obj|1
Ἀγήνωρ|obj|1
ἀνεψιός|obj|1
Πέργαμον|obj|1
Λύκιος|obj|1
ὑπερβαίνω|obj|1
ὄμνυμι|obj|1
ἐφοπλίζω|obj|1
ἐπιλλίζω|obj|1
κέλομαι|obj|1
ἀγινέω|obj|1
κλείω|obj|1
Μῃονίη|obj|1
ἔκπαγλος|obj|1
ὀδύσσομαι|obj|1
ἐξαπονέομαι|obj|1
φόωσδε|obj|1
δειροτομέω|obj|1
ἄροτρον|obj|1
ὀπτάω|obj|1
ὀσμή|obj|1
χείρων|obj|1
